path1,path2,path3,gt_path,x-coordinate,y-coordinate,status,visibility
dataset/images/game4/Clip2/0291.jpg,dataset/images/game4/Clip2/0290.jpg,dataset/images/game4/Clip2/0289.jpg,dataset/gaussian_heatmap/game4/Clip2/0291.jpg,590.0,245.0,0.0,1
dataset/images/game1/Clip7/0146.jpg,dataset/images/game1/Clip7/0145.jpg,dataset/images/game1/Clip7/0144.jpg,dataset/gaussian_heatmap/game1/Clip7/0146.jpg,536.0,487.0,0.0,1
dataset/images/game4/Clip6/0120.jpg,dataset/images/game4/Clip6/0119.jpg,dataset/images/game4/Clip6/0118.jpg,dataset/gaussian_heatmap/game4/Clip6/0120.jpg,869.0,186.0,0.0,1
dataset/images/game9/Clip4/0099.jpg,dataset/images/game9/Clip4/0098.jpg,dataset/images/game9/Clip4/0097.jpg,dataset/gaussian_heatmap/game9/Clip4/0099.jpg,520.0,132.0,0.0,1
dataset/images/game3/Clip5/0012.jpg,dataset/images/game3/Clip5/0011.jpg,dataset/images/game3/Clip5/0010.jpg,dataset/gaussian_heatmap/game3/Clip5/0012.jpg,679.0,269.0,0.0,1
dataset/images/game6/Clip2/0478.jpg,dataset/images/game6/Clip2/0477.jpg,dataset/images/game6/Clip2/0476.jpg,dataset/gaussian_heatmap/game6/Clip2/0478.jpg,790.0,310.0,0.0,1
dataset/images/game2/Clip5/0008.jpg,dataset/images/game2/Clip5/0007.jpg,dataset/images/game2/Clip5/0006.jpg,dataset/gaussian_heatmap/game2/Clip5/0008.jpg,694.0,316.0,0.0,1
dataset/images/game1/Clip11/0043.jpg,dataset/images/game1/Clip11/0042.jpg,dataset/images/game1/Clip11/0041.jpg,dataset/gaussian_heatmap/game1/Clip11/0043.jpg,618.0,170.0,0.0,1
dataset/images/game1/Clip12/0056.jpg,dataset/images/game1/Clip12/0055.jpg,dataset/images/game1/Clip12/0054.jpg,dataset/gaussian_heatmap/game1/Clip12/0056.jpg,546.0,132.0,0.0,1
dataset/images/game6/Clip3/0115.jpg,dataset/images/game6/Clip3/0114.jpg,dataset/images/game6/Clip3/0113.jpg,dataset/gaussian_heatmap/game6/Clip3/0115.jpg,533.0,541.0,0.0,1
dataset/images/game3/Clip7/0299.jpg,dataset/images/game3/Clip7/0298.jpg,dataset/images/game3/Clip7/0297.jpg,dataset/gaussian_heatmap/game3/Clip7/0299.jpg,544.0,166.0,0.0,2
dataset/images/game2/Clip6/0212.jpg,dataset/images/game2/Clip6/0211.jpg,dataset/images/game2/Clip6/0210.jpg,dataset/gaussian_heatmap/game2/Clip6/0212.jpg,343.0,490.0,0.0,1
dataset/images/game2/Clip6/0125.jpg,dataset/images/game2/Clip6/0124.jpg,dataset/images/game2/Clip6/0123.jpg,dataset/gaussian_heatmap/game2/Clip6/0125.jpg,606.0,196.0,0.0,1
dataset/images/game2/Clip4/0004.jpg,dataset/images/game2/Clip4/0003.jpg,dataset/images/game2/Clip4/0002.jpg,dataset/gaussian_heatmap/game2/Clip4/0004.jpg,777.0,275.0,0.0,1
dataset/images/game3/Clip3/0392.jpg,dataset/images/game3/Clip3/0391.jpg,dataset/images/game3/Clip3/0390.jpg,dataset/gaussian_heatmap/game3/Clip3/0392.jpg,557.0,46.0,0.0,1
dataset/images/game10/Clip11/0003.jpg,dataset/images/game10/Clip11/0002.jpg,dataset/images/game10/Clip11/0001.jpg,dataset/gaussian_heatmap/game10/Clip11/0003.jpg,637.0,226.0,0.0,2
dataset/images/game1/Clip1/0196.jpg,dataset/images/game1/Clip1/0195.jpg,dataset/images/game1/Clip1/0194.jpg,dataset/gaussian_heatmap/game1/Clip1/0196.jpg,1024.0,453.0,0.0,1
dataset/images/game3/Clip3/0044.jpg,dataset/images/game3/Clip3/0043.jpg,dataset/images/game3/Clip3/0042.jpg,dataset/gaussian_heatmap/game3/Clip3/0044.jpg,671.0,191.0,0.0,1
dataset/images/game8/Clip1/0042.jpg,dataset/images/game8/Clip1/0041.jpg,dataset/images/game8/Clip1/0040.jpg,dataset/gaussian_heatmap/game8/Clip1/0042.jpg,669.0,213.0,0.0,1
dataset/images/game5/Clip1/0083.jpg,dataset/images/game5/Clip1/0082.jpg,dataset/images/game5/Clip1/0081.jpg,dataset/gaussian_heatmap/game5/Clip1/0083.jpg,487.0,412.0,0.0,1
dataset/images/game3/Clip3/0071.jpg,dataset/images/game3/Clip3/0070.jpg,dataset/images/game3/Clip3/0069.jpg,dataset/gaussian_heatmap/game3/Clip3/0071.jpg,589.0,184.0,0.0,1
dataset/images/game8/Clip7/0354.jpg,dataset/images/game8/Clip7/0353.jpg,dataset/images/game8/Clip7/0352.jpg,dataset/gaussian_heatmap/game8/Clip7/0354.jpg,450.0,296.0,0.0,1
dataset/images/game4/Clip7/0152.jpg,dataset/images/game4/Clip7/0151.jpg,dataset/images/game4/Clip7/0150.jpg,dataset/gaussian_heatmap/game4/Clip7/0152.jpg,765.0,89.0,0.0,1
dataset/images/game4/Clip5/0161.jpg,dataset/images/game4/Clip5/0160.jpg,dataset/images/game4/Clip5/0159.jpg,dataset/gaussian_heatmap/game4/Clip5/0161.jpg,721.0,106.0,0.0,1
dataset/images/game4/Clip2/0381.jpg,dataset/images/game4/Clip2/0380.jpg,dataset/images/game4/Clip2/0379.jpg,dataset/gaussian_heatmap/game4/Clip2/0381.jpg,496.0,177.0,0.0,1
dataset/images/game1/Clip9/0091.jpg,dataset/images/game1/Clip9/0090.jpg,dataset/images/game1/Clip9/0089.jpg,dataset/gaussian_heatmap/game1/Clip9/0091.jpg,812.0,232.0,0.0,1
dataset/images/game6/Clip2/0558.jpg,dataset/images/game6/Clip2/0557.jpg,dataset/images/game6/Clip2/0556.jpg,dataset/gaussian_heatmap/game6/Clip2/0558.jpg,446.0,442.0,0.0,1
dataset/images/game7/Clip4/0067.jpg,dataset/images/game7/Clip4/0066.jpg,dataset/images/game7/Clip4/0065.jpg,dataset/gaussian_heatmap/game7/Clip4/0067.jpg,894.0,100.0,0.0,1
dataset/images/game5/Clip8/0085.jpg,dataset/images/game5/Clip8/0084.jpg,dataset/images/game5/Clip8/0083.jpg,dataset/gaussian_heatmap/game5/Clip8/0085.jpg,555.0,87.0,0.0,1
dataset/images/game3/Clip6/0152.jpg,dataset/images/game3/Clip6/0151.jpg,dataset/images/game3/Clip6/0150.jpg,dataset/gaussian_heatmap/game3/Clip6/0152.jpg,,,,0
dataset/images/game9/Clip9/0212.jpg,dataset/images/game9/Clip9/0211.jpg,dataset/images/game9/Clip9/0210.jpg,dataset/gaussian_heatmap/game9/Clip9/0212.jpg,451.0,150.0,0.0,1
dataset/images/game6/Clip3/0418.jpg,dataset/images/game6/Clip3/0417.jpg,dataset/images/game6/Clip3/0416.jpg,dataset/gaussian_heatmap/game6/Clip3/0418.jpg,510.0,358.0,0.0,1
dataset/images/game4/Clip6/0173.jpg,dataset/images/game4/Clip6/0172.jpg,dataset/images/game4/Clip6/0171.jpg,dataset/gaussian_heatmap/game4/Clip6/0173.jpg,415.0,149.0,0.0,1
dataset/images/game1/Clip7/0252.jpg,dataset/images/game1/Clip7/0251.jpg,dataset/images/game1/Clip7/0250.jpg,dataset/gaussian_heatmap/game1/Clip7/0252.jpg,574.0,302.0,0.0,1
dataset/images/game6/Clip2/0008.jpg,dataset/images/game6/Clip2/0007.jpg,dataset/images/game6/Clip2/0006.jpg,dataset/gaussian_heatmap/game6/Clip2/0008.jpg,509.0,565.0,0.0,1
dataset/images/game6/Clip2/0203.jpg,dataset/images/game6/Clip2/0202.jpg,dataset/images/game6/Clip2/0201.jpg,dataset/gaussian_heatmap/game6/Clip2/0203.jpg,784.0,165.0,0.0,1
dataset/images/game2/Clip2/0022.jpg,dataset/images/game2/Clip2/0021.jpg,dataset/images/game2/Clip2/0020.jpg,dataset/gaussian_heatmap/game2/Clip2/0022.jpg,1055.0,338.0,0.0,1
dataset/images/game2/Clip8/0271.jpg,dataset/images/game2/Clip8/0270.jpg,dataset/images/game2/Clip8/0269.jpg,dataset/gaussian_heatmap/game2/Clip8/0271.jpg,605.0,349.0,0.0,1
dataset/images/game9/Clip7/0030.jpg,dataset/images/game9/Clip7/0029.jpg,dataset/images/game9/Clip7/0028.jpg,dataset/gaussian_heatmap/game9/Clip7/0030.jpg,618.0,151.0,0.0,2
dataset/images/game10/Clip8/0018.jpg,dataset/images/game10/Clip8/0017.jpg,dataset/images/game10/Clip8/0016.jpg,dataset/gaussian_heatmap/game10/Clip8/0018.jpg,816.0,268.0,0.0,1
dataset/images/game7/Clip4/0684.jpg,dataset/images/game7/Clip4/0683.jpg,dataset/images/game7/Clip4/0682.jpg,dataset/gaussian_heatmap/game7/Clip4/0684.jpg,419.0,272.0,0.0,1
dataset/images/game1/Clip2/0064.jpg,dataset/images/game1/Clip2/0063.jpg,dataset/images/game1/Clip2/0062.jpg,dataset/gaussian_heatmap/game1/Clip2/0064.jpg,730.0,138.0,0.0,1
dataset/images/game8/Clip3/0015.jpg,dataset/images/game8/Clip3/0014.jpg,dataset/images/game8/Clip3/0013.jpg,dataset/gaussian_heatmap/game8/Clip3/0015.jpg,590.0,98.0,0.0,1
dataset/images/game1/Clip7/0018.jpg,dataset/images/game1/Clip7/0017.jpg,dataset/images/game1/Clip7/0016.jpg,dataset/gaussian_heatmap/game1/Clip7/0018.jpg,649.0,127.0,1.0,1
dataset/images/game10/Clip9/0042.jpg,dataset/images/game10/Clip9/0041.jpg,dataset/images/game10/Clip9/0040.jpg,dataset/gaussian_heatmap/game10/Clip9/0042.jpg,719.0,325.0,0.0,1
dataset/images/game6/Clip3/0175.jpg,dataset/images/game6/Clip3/0174.jpg,dataset/images/game6/Clip3/0173.jpg,dataset/gaussian_heatmap/game6/Clip3/0175.jpg,539.0,514.0,0.0,1
dataset/images/game10/Clip6/0132.jpg,dataset/images/game10/Clip6/0131.jpg,dataset/images/game10/Clip6/0130.jpg,dataset/gaussian_heatmap/game10/Clip6/0132.jpg,596.0,115.0,0.0,1
dataset/images/game9/Clip2/0142.jpg,dataset/images/game9/Clip2/0141.jpg,dataset/images/game9/Clip2/0140.jpg,dataset/gaussian_heatmap/game9/Clip2/0142.jpg,529.0,388.0,0.0,1
dataset/images/game6/Clip2/0383.jpg,dataset/images/game6/Clip2/0382.jpg,dataset/images/game6/Clip2/0381.jpg,dataset/gaussian_heatmap/game6/Clip2/0383.jpg,622.0,234.0,0.0,1
dataset/images/game8/Clip3/0308.jpg,dataset/images/game8/Clip3/0307.jpg,dataset/images/game8/Clip3/0306.jpg,dataset/gaussian_heatmap/game8/Clip3/0308.jpg,857.0,439.0,0.0,1
dataset/images/game7/Clip7/0097.jpg,dataset/images/game7/Clip7/0096.jpg,dataset/images/game7/Clip7/0095.jpg,dataset/gaussian_heatmap/game7/Clip7/0097.jpg,412.0,404.0,0.0,1
dataset/images/game10/Clip2/0098.jpg,dataset/images/game10/Clip2/0097.jpg,dataset/images/game10/Clip2/0096.jpg,dataset/gaussian_heatmap/game10/Clip2/0098.jpg,385.0,379.0,0.0,1
dataset/images/game1/Clip13/0204.jpg,dataset/images/game1/Clip13/0203.jpg,dataset/images/game1/Clip13/0202.jpg,dataset/gaussian_heatmap/game1/Clip13/0204.jpg,508.0,155.0,0.0,1
dataset/images/game1/Clip7/0121.jpg,dataset/images/game1/Clip7/0120.jpg,dataset/images/game1/Clip7/0119.jpg,dataset/gaussian_heatmap/game1/Clip7/0121.jpg,488.0,138.0,0.0,1
dataset/images/game4/Clip7/0042.jpg,dataset/images/game4/Clip7/0041.jpg,dataset/images/game4/Clip7/0040.jpg,dataset/gaussian_heatmap/game4/Clip7/0042.jpg,974.0,497.0,0.0,1
dataset/images/game8/Clip1/0099.jpg,dataset/images/game8/Clip1/0098.jpg,dataset/images/game8/Clip1/0097.jpg,dataset/gaussian_heatmap/game8/Clip1/0099.jpg,510.0,404.0,0.0,1
dataset/images/game7/Clip4/0189.jpg,dataset/images/game7/Clip4/0188.jpg,dataset/images/game7/Clip4/0187.jpg,dataset/gaussian_heatmap/game7/Clip4/0189.jpg,773.0,176.0,0.0,1
dataset/images/game2/Clip1/0214.jpg,dataset/images/game2/Clip1/0213.jpg,dataset/images/game2/Clip1/0212.jpg,dataset/gaussian_heatmap/game2/Clip1/0214.jpg,591.0,140.0,0.0,1
dataset/images/game9/Clip8/0051.jpg,dataset/images/game9/Clip8/0050.jpg,dataset/images/game9/Clip8/0049.jpg,dataset/gaussian_heatmap/game9/Clip8/0051.jpg,619.0,74.0,0.0,1
dataset/images/game6/Clip1/0225.jpg,dataset/images/game6/Clip1/0224.jpg,dataset/images/game6/Clip1/0223.jpg,dataset/gaussian_heatmap/game6/Clip1/0225.jpg,659.0,200.0,0.0,1
dataset/images/game2/Clip3/0032.jpg,dataset/images/game2/Clip3/0031.jpg,dataset/images/game2/Clip3/0030.jpg,dataset/gaussian_heatmap/game2/Clip3/0032.jpg,585.0,37.0,0.0,1
dataset/images/game5/Clip7/0076.jpg,dataset/images/game5/Clip7/0075.jpg,dataset/images/game5/Clip7/0074.jpg,dataset/gaussian_heatmap/game5/Clip7/0076.jpg,708.0,79.0,0.0,1
dataset/images/game10/Clip6/0142.jpg,dataset/images/game10/Clip6/0141.jpg,dataset/images/game10/Clip6/0140.jpg,dataset/gaussian_heatmap/game10/Clip6/0142.jpg,574.0,151.0,0.0,1
dataset/images/game9/Clip2/0223.jpg,dataset/images/game9/Clip2/0222.jpg,dataset/images/game9/Clip2/0221.jpg,dataset/gaussian_heatmap/game9/Clip2/0223.jpg,634.0,246.0,0.0,1
dataset/images/game2/Clip3/0023.jpg,dataset/images/game2/Clip3/0022.jpg,dataset/images/game2/Clip3/0021.jpg,dataset/gaussian_heatmap/game2/Clip3/0023.jpg,631.0,149.0,0.0,1
dataset/images/game4/Clip4/0017.jpg,dataset/images/game4/Clip4/0016.jpg,dataset/images/game4/Clip4/0015.jpg,dataset/gaussian_heatmap/game4/Clip4/0017.jpg,512.0,151.0,0.0,1
dataset/images/game10/Clip6/0205.jpg,dataset/images/game10/Clip6/0204.jpg,dataset/images/game10/Clip6/0203.jpg,dataset/gaussian_heatmap/game10/Clip6/0205.jpg,684.0,153.0,0.0,1
dataset/images/game8/Clip2/0074.jpg,dataset/images/game8/Clip2/0073.jpg,dataset/images/game8/Clip2/0072.jpg,dataset/gaussian_heatmap/game8/Clip2/0074.jpg,430.0,497.0,0.0,1
dataset/images/game8/Clip8/0144.jpg,dataset/images/game8/Clip8/0143.jpg,dataset/images/game8/Clip8/0142.jpg,dataset/gaussian_heatmap/game8/Clip8/0144.jpg,885.0,394.0,0.0,2
dataset/images/game3/Clip1/0062.jpg,dataset/images/game3/Clip1/0061.jpg,dataset/images/game3/Clip1/0060.jpg,dataset/gaussian_heatmap/game3/Clip1/0062.jpg,769.0,208.0,0.0,1
dataset/images/game10/Clip10/0162.jpg,dataset/images/game10/Clip10/0161.jpg,dataset/images/game10/Clip10/0160.jpg,dataset/gaussian_heatmap/game10/Clip10/0162.jpg,413.0,98.0,0.0,1
dataset/images/game5/Clip3/0074.jpg,dataset/images/game5/Clip3/0073.jpg,dataset/images/game5/Clip3/0072.jpg,dataset/gaussian_heatmap/game5/Clip3/0074.jpg,343.0,103.0,0.0,1
dataset/images/game6/Clip4/0214.jpg,dataset/images/game6/Clip4/0213.jpg,dataset/images/game6/Clip4/0212.jpg,dataset/gaussian_heatmap/game6/Clip4/0214.jpg,771.0,149.0,0.0,1
dataset/images/game8/Clip8/0217.jpg,dataset/images/game8/Clip8/0216.jpg,dataset/images/game8/Clip8/0215.jpg,dataset/gaussian_heatmap/game8/Clip8/0217.jpg,697.0,314.0,0.0,1
dataset/images/game2/Clip6/0019.jpg,dataset/images/game2/Clip6/0018.jpg,dataset/images/game2/Clip6/0017.jpg,dataset/gaussian_heatmap/game2/Clip6/0019.jpg,633.0,257.0,0.0,1
dataset/images/game1/Clip7/0258.jpg,dataset/images/game1/Clip7/0257.jpg,dataset/images/game1/Clip7/0256.jpg,dataset/gaussian_heatmap/game1/Clip7/0258.jpg,487.0,400.0,0.0,2
dataset/images/game7/Clip4/0338.jpg,dataset/images/game7/Clip4/0337.jpg,dataset/images/game7/Clip4/0336.jpg,dataset/gaussian_heatmap/game7/Clip4/0338.jpg,823.0,108.0,0.0,1
dataset/images/game4/Clip7/0471.jpg,dataset/images/game4/Clip7/0470.jpg,dataset/images/game4/Clip7/0469.jpg,dataset/gaussian_heatmap/game4/Clip7/0471.jpg,775.0,145.0,0.0,2
dataset/images/game10/Clip3/0046.jpg,dataset/images/game10/Clip3/0045.jpg,dataset/images/game10/Clip3/0044.jpg,dataset/gaussian_heatmap/game10/Clip3/0046.jpg,657.0,139.0,0.0,1
dataset/images/game10/Clip9/0023.jpg,dataset/images/game10/Clip9/0022.jpg,dataset/images/game10/Clip9/0021.jpg,dataset/gaussian_heatmap/game10/Clip9/0023.jpg,651.0,349.0,0.0,1
dataset/images/game9/Clip2/0216.jpg,dataset/images/game9/Clip2/0215.jpg,dataset/images/game9/Clip2/0214.jpg,dataset/gaussian_heatmap/game9/Clip2/0216.jpg,587.0,184.0,0.0,1
dataset/images/game7/Clip8/0052.jpg,dataset/images/game7/Clip8/0051.jpg,dataset/images/game7/Clip8/0050.jpg,dataset/gaussian_heatmap/game7/Clip8/0052.jpg,1279.0,526.0,0.0,3
dataset/images/game2/Clip8/0407.jpg,dataset/images/game2/Clip8/0406.jpg,dataset/images/game2/Clip8/0405.jpg,dataset/gaussian_heatmap/game2/Clip8/0407.jpg,359.0,475.0,0.0,1
dataset/images/game9/Clip6/0096.jpg,dataset/images/game9/Clip6/0095.jpg,dataset/images/game9/Clip6/0094.jpg,dataset/gaussian_heatmap/game9/Clip6/0096.jpg,533.0,160.0,0.0,2
dataset/images/game1/Clip7/0116.jpg,dataset/images/game1/Clip7/0115.jpg,dataset/images/game1/Clip7/0114.jpg,dataset/gaussian_heatmap/game1/Clip7/0116.jpg,509.0,145.0,0.0,1
dataset/images/game4/Clip7/0254.jpg,dataset/images/game4/Clip7/0253.jpg,dataset/images/game4/Clip7/0252.jpg,dataset/gaussian_heatmap/game4/Clip7/0254.jpg,244.0,326.0,0.0,2
dataset/images/game4/Clip1/0447.jpg,dataset/images/game4/Clip1/0446.jpg,dataset/images/game4/Clip1/0445.jpg,dataset/gaussian_heatmap/game4/Clip1/0447.jpg,649.0,259.0,0.0,1
dataset/images/game7/Clip4/0830.jpg,dataset/images/game7/Clip4/0829.jpg,dataset/images/game7/Clip4/0828.jpg,dataset/gaussian_heatmap/game7/Clip4/0830.jpg,389.0,500.0,0.0,1
dataset/images/game1/Clip7/0159.jpg,dataset/images/game1/Clip7/0158.jpg,dataset/images/game1/Clip7/0157.jpg,dataset/gaussian_heatmap/game1/Clip7/0159.jpg,690.0,224.0,0.0,2
dataset/images/game9/Clip3/0356.jpg,dataset/images/game9/Clip3/0355.jpg,dataset/images/game9/Clip3/0354.jpg,dataset/gaussian_heatmap/game9/Clip3/0356.jpg,467.0,173.0,0.0,1
dataset/images/game10/Clip11/0036.jpg,dataset/images/game10/Clip11/0035.jpg,dataset/images/game10/Clip11/0034.jpg,dataset/gaussian_heatmap/game10/Clip11/0036.jpg,557.0,25.0,0.0,1
dataset/images/game10/Clip12/0578.jpg,dataset/images/game10/Clip12/0577.jpg,dataset/images/game10/Clip12/0576.jpg,dataset/gaussian_heatmap/game10/Clip12/0578.jpg,290.0,438.0,0.0,2
dataset/images/game5/Clip11/0010.jpg,dataset/images/game5/Clip11/0009.jpg,dataset/images/game5/Clip11/0008.jpg,dataset/gaussian_heatmap/game5/Clip11/0010.jpg,531.0,172.0,0.0,1
dataset/images/game7/Clip9/0014.jpg,dataset/images/game7/Clip9/0013.jpg,dataset/images/game7/Clip9/0012.jpg,dataset/gaussian_heatmap/game7/Clip9/0014.jpg,,,,0
dataset/images/game1/Clip9/0049.jpg,dataset/images/game1/Clip9/0048.jpg,dataset/images/game1/Clip9/0047.jpg,dataset/gaussian_heatmap/game1/Clip9/0049.jpg,696.0,288.0,0.0,2
dataset/images/game4/Clip2/0275.jpg,dataset/images/game4/Clip2/0274.jpg,dataset/images/game4/Clip2/0273.jpg,dataset/gaussian_heatmap/game4/Clip2/0275.jpg,659.0,115.0,0.0,1
dataset/images/game6/Clip2/0481.jpg,dataset/images/game6/Clip2/0480.jpg,dataset/images/game6/Clip2/0479.jpg,dataset/gaussian_heatmap/game6/Clip2/0481.jpg,811.0,383.0,0.0,1
dataset/images/game9/Clip2/0087.jpg,dataset/images/game9/Clip2/0086.jpg,dataset/images/game9/Clip2/0085.jpg,dataset/gaussian_heatmap/game9/Clip2/0087.jpg,528.0,301.0,0.0,1
dataset/images/game2/Clip2/0125.jpg,dataset/images/game2/Clip2/0124.jpg,dataset/images/game2/Clip2/0123.jpg,dataset/gaussian_heatmap/game2/Clip2/0125.jpg,459.0,127.0,0.0,1
dataset/images/game7/Clip3/0039.jpg,dataset/images/game7/Clip3/0038.jpg,dataset/images/game7/Clip3/0037.jpg,dataset/gaussian_heatmap/game7/Clip3/0039.jpg,615.0,62.0,0.0,1
dataset/images/game7/Clip1/0054.jpg,dataset/images/game7/Clip1/0053.jpg,dataset/images/game7/Clip1/0052.jpg,dataset/gaussian_heatmap/game7/Clip1/0054.jpg,551.0,80.0,0.0,1
dataset/images/game3/Clip9/0002.jpg,dataset/images/game3/Clip9/0001.jpg,dataset/images/game3/Clip9/0000.jpg,dataset/gaussian_heatmap/game3/Clip9/0002.jpg,699.0,265.0,0.0,1
dataset/images/game6/Clip3/0291.jpg,dataset/images/game6/Clip3/0290.jpg,dataset/images/game6/Clip3/0289.jpg,dataset/gaussian_heatmap/game6/Clip3/0291.jpg,482.0,257.0,0.0,1
dataset/images/game4/Clip5/0133.jpg,dataset/images/game4/Clip5/0132.jpg,dataset/images/game4/Clip5/0131.jpg,dataset/gaussian_heatmap/game4/Clip5/0133.jpg,631.0,132.0,0.0,1
dataset/images/game2/Clip6/0455.jpg,dataset/images/game2/Clip6/0454.jpg,dataset/images/game2/Clip6/0453.jpg,dataset/gaussian_heatmap/game2/Clip6/0455.jpg,725.0,98.0,0.0,1
dataset/images/game3/Clip1/0038.jpg,dataset/images/game3/Clip1/0037.jpg,dataset/images/game3/Clip1/0036.jpg,dataset/gaussian_heatmap/game3/Clip1/0038.jpg,756.0,295.0,0.0,1
dataset/images/game5/Clip4/0230.jpg,dataset/images/game5/Clip4/0229.jpg,dataset/images/game5/Clip4/0228.jpg,dataset/gaussian_heatmap/game5/Clip4/0230.jpg,694.0,145.0,0.0,1
dataset/images/game10/Clip12/0449.jpg,dataset/images/game10/Clip12/0448.jpg,dataset/images/game10/Clip12/0447.jpg,dataset/gaussian_heatmap/game10/Clip12/0449.jpg,798.0,431.0,0.0,1
dataset/images/game3/Clip3/0093.jpg,dataset/images/game3/Clip3/0092.jpg,dataset/images/game3/Clip3/0091.jpg,dataset/gaussian_heatmap/game3/Clip3/0093.jpg,439.0,468.0,0.0,1
dataset/images/game8/Clip1/0035.jpg,dataset/images/game8/Clip1/0034.jpg,dataset/images/game8/Clip1/0033.jpg,dataset/gaussian_heatmap/game8/Clip1/0035.jpg,761.0,247.0,2.0,1
dataset/images/game8/Clip7/0033.jpg,dataset/images/game8/Clip7/0032.jpg,dataset/images/game8/Clip7/0031.jpg,dataset/gaussian_heatmap/game8/Clip7/0033.jpg,692.0,202.0,0.0,1
dataset/images/game8/Clip3/0133.jpg,dataset/images/game8/Clip3/0132.jpg,dataset/images/game8/Clip3/0131.jpg,dataset/gaussian_heatmap/game8/Clip3/0133.jpg,755.0,248.0,2.0,1
dataset/images/game1/Clip9/0063.jpg,dataset/images/game1/Clip9/0062.jpg,dataset/images/game1/Clip9/0061.jpg,dataset/gaussian_heatmap/game1/Clip9/0063.jpg,703.0,188.0,0.0,1
dataset/images/game2/Clip2/0150.jpg,dataset/images/game2/Clip2/0149.jpg,dataset/images/game2/Clip2/0148.jpg,dataset/gaussian_heatmap/game2/Clip2/0150.jpg,970.0,523.0,0.0,1
dataset/images/game6/Clip1/0081.jpg,dataset/images/game6/Clip1/0080.jpg,dataset/images/game6/Clip1/0079.jpg,dataset/gaussian_heatmap/game6/Clip1/0081.jpg,709.0,559.0,0.0,1
dataset/images/game4/Clip1/0113.jpg,dataset/images/game4/Clip1/0112.jpg,dataset/images/game4/Clip1/0111.jpg,dataset/gaussian_heatmap/game4/Clip1/0113.jpg,583.0,148.0,0.0,1
dataset/images/game2/Clip4/0028.jpg,dataset/images/game2/Clip4/0027.jpg,dataset/images/game2/Clip4/0026.jpg,dataset/gaussian_heatmap/game2/Clip4/0028.jpg,509.0,226.0,0.0,1
dataset/images/game9/Clip9/0219.jpg,dataset/images/game9/Clip9/0218.jpg,dataset/images/game9/Clip9/0217.jpg,dataset/gaussian_heatmap/game9/Clip9/0219.jpg,410.0,119.0,0.0,1
dataset/images/game3/Clip5/0058.jpg,dataset/images/game3/Clip5/0057.jpg,dataset/images/game3/Clip5/0056.jpg,dataset/gaussian_heatmap/game3/Clip5/0058.jpg,645.0,133.0,0.0,1
